table_name,original,perturbed,all_columns,method,timestamp
SG_CSV0000000000000925__20,respondent_id,RESPONDENT_ID,"maritialstatus,ban_q30_3,ban_occupation_status5,vbc,socialnetwork_dp06",llm,2025-11-17T06:08:08.587489
SG_CSV0000000000000925__20,occstatus,OCCSTATUS,"maritialstatus,ban_q30_3,ban_occupation_status5,vbc,socialnetwork_dp06",llm,2025-11-17T06:08:09.586355
SG_CSV0000000000000925__20,sliderliberty_1_slice,sliderliberty-1-slice,"maritialstatus,ban_q30_3,ban_occupation_status5,vbc,socialnetwork_dp06",llm,2025-11-17T06:08:10.587578
SG_CSV0000000000000028__5,entity_status_description,ENTITY_STATUS_DESCRIPTION,"block,entity_status_description,issuance_agency_id",llm,2025-11-17T06:08:11.589733
SG_CSV0000000000000028__5,block,block,"block,entity_status_description,issuance_agency_id",llm,2025-11-17T06:08:12.592854
UK_CSV0000000000002010,Provider Code,Provid,"Provider Code,Procedure,Revision Flag,Year,Age Band",llm,2025-11-17T06:08:13.589342
UK_CSV0000000000002010,Knee Replacement Pre-Op Q Confidence,knee _replacement _pre-_op _q _confidence,"Provider Code,Procedure,Revision Flag,Year,Age Band",llm,2025-11-17T06:08:15.003027
UK_CSV0000000000002010,Knee Replacement Post-Op Q Confidence,knee _replacement _post-_op _q _confidence,"Provider Code,Procedure,Revision Flag,Year,Age Band",llm,2025-11-17T06:08:16.507698
UK_CSV0000000000003467__13,unit_id,UNIT_ID,"Peak - Netflix HD,24 hour - Youtube HD,Peak - iPlayer UHD,Peak- Netflix Start-up delay,Peak - Youtube SD",llm,2025-11-17T06:08:17.947294
UK_CSV0000000000003467__13,Market Class,market _class,"Peak - Netflix HD,24 hour - Youtube HD,Peak - iPlayer UHD,Peak- Netflix Start-up delay,Peak - Youtube SD",llm,2025-11-17T06:08:18.947487
UK_CSV0000000000003467__13,24 hr average download speed,24 hr average download speed,"Peak - Netflix HD,24 hour - Youtube HD,Peak - iPlayer UHD,Peak- Netflix Start-up delay,Peak - Youtube SD",llm,2025-11-17T06:08:19.962005
SG_CSV0000000000000925__48,highestlevel,highestlevel,"ban_q30_4,vbc,ban_q28,md_segment,socialnetwork_dp10",llm,2025-11-17T06:08:20.948685
SG_CSV0000000000000925__48,md_segment,md_seg,"ban_q30_4,vbc,ban_q28,md_segment,socialnetwork_dp10",llm,2025-11-17T06:08:21.977337
SG_CSV0000000000000925__48,vbc,vbc,"ban_q30_4,vbc,ban_q28,md_segment,socialnetwork_dp10",llm,2025-11-17T06:08:22.952392
UK_CSV0000000000004838__5,HIMS_ULR_ID,hims_ulr_id,"PARISH_UID,SHAPE_GEOMETRY,HIMS_REFERENCE,PREVIOUS_STREET,CW_MAINTENANCE_HIERARCHY_NAME",llm,2025-11-17T06:08:23.954817
UK_CSV0000000000004838__5,PARISH_UID,p_a_r_i_s_h__u_i_d,"PARISH_UID,SHAPE_GEOMETRY,HIMS_REFERENCE,PREVIOUS_STREET,CW_MAINTENANCE_HIERARCHY_NAME",llm,2025-11-17T06:08:24.956722
UK_CSV0000000000004838__5,LOCAL_SERVICE_GROUP_UID,LOCAID,"PARISH_UID,SHAPE_GEOMETRY,HIMS_REFERENCE,PREVIOUS_STREET,CW_MAINTENANCE_HIERARCHY_NAME",llm,2025-11-17T06:08:25.959712
SG_CSV0000000000001714__0,ban_occupation_status7,ban_oc,"ban_education4,ban_q30_3,rankmostimptchild_new_2,vbc,livinginsg_4_slice",llm,2025-11-17T06:08:26.951832
SG_CSV0000000000001714__0,ban_occupation_status1,BAN_OCCUPATION_STATUS1,"ban_education4,ban_q30_3,rankmostimptchild_new_2,vbc,livinginsg_4_slice",llm,2025-11-17T06:08:27.962228
SG_CSV0000000000001714__0,ban_occupation_status6,ban_oc,"ban_education4,ban_q30_3,rankmostimptchild_new_2,vbc,livinginsg_4_slice",llm,2025-11-17T06:08:28.955071
UK_CSV0000000000005621__10,Code,Code,"Local authority aware and transfer date planned,Code,Use of advocacy,Variable Type",llm,2025-11-17T06:08:29.954491
UK_CSV0000000000005621__10,Variable Type,variable _type,"Local authority aware and transfer date planned,Code,Use of advocacy,Variable Type",llm,2025-11-17T06:08:30.955026
UK_CSV0000000000005621__10,Local authority aware and transfer date planned,Local,"Local authority aware and transfer date planned,Code,Use of advocacy,Variable Type",llm,2025-11-17T06:08:31.954640
UK_CSV0000000000011359__9,Organisation Name,organisation Name,"Length of stay grouped,Legal Status,Reporting level,Reporting level2,Time to planned transfer grouped",llm,2025-11-17T06:08:32.959143
UK_CSV0000000000011359__9,Ethnicity,ethnicity,"Length of stay grouped,Legal Status,Reporting level,Reporting level2,Time to planned transfer grouped",llm,2025-11-17T06:08:33.960141
UK_CSV0000000000011359__9,Legal Status,Legal,"Length of stay grouped,Legal Status,Reporting level,Reporting level2,Time to planned transfer grouped",llm,2025-11-17T06:08:34.958691
UK_CSV0000000000002064__9,reg_code,REG_CODE,"business_name,start_point,Variation Number,Granted_Date,Current Traffic Area",llm,2025-11-17T06:08:35.959577
UK_CSV0000000000002064__9,Registration Status,Regist,"business_name,start_point,Variation Number,Granted_Date,Current Traffic Area",llm,2025-11-17T06:08:36.960804
UK_CSV0000000000002064__9,Licence Status,licence Status,"business_name,start_point,Variation Number,Granted_Date,Current Traffic Area",llm,2025-11-17T06:08:38.102281
UK_CSV0000000000005854__28,People with ethnicity recorded,people with ethnicity recorded,"Provider Code,% caseload active,Cluster episodes ended net,Reviews with little change,% CPA reviews with MHCT",llm,2025-11-17T06:08:38.989265
UK_CSV0000000000005854__28,% with ethnicity recorded,% WITH ETHNICITY RECORDED,"Provider Code,% caseload active,Cluster episodes ended net,Reviews with little change,% CPA reviews with MHCT",llm,2025-11-17T06:08:39.961962
UK_CSV0000000000005854__28,Provider Code,provider Code,"Provider Code,% caseload active,Cluster episodes ended net,Reviews with little change,% CPA reviews with MHCT",llm,2025-11-17T06:08:40.961619
SG_CSV0000000000001357,proportion,propor,"year,industry1,industry2,industry3,sick_leave",llm,2025-11-17T06:08:41.965926
SG_CSV0000000000001357,industry3,indust,"year,industry1,industry2,industry3,sick_leave",llm,2025-11-17T06:08:42.964775
SG_CSV0000000000001357,industry2,INDUSTRY2,"year,industry1,industry2,industry3,sick_leave",llm,2025-11-17T06:08:43.963229
UK_CSV0000000000006255__17,q10e_06,q10e-06,"q03a_11,q09_04,q04bi_12,q15ca_08,q05_01",llm,2025-11-17T06:08:45.072856
UK_CSV0000000000006255__17,qd1,qd1,"q03a_11,q09_04,q04bi_12,q15ca_08,q05_01",llm,2025-11-17T06:08:45.966249
UK_CSV0000000000006255__17,qa1_05,qa1_05,"q03a_11,q09_04,q04bi_12,q15ca_08,q05_01",llm,2025-11-17T06:08:46.969532
SG_CSV0000000000000033,entity_name,entity-name,"issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description",llm,2025-11-17T06:08:47.965806
SG_CSV0000000000000033,postal_code,postal-code,"issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description",llm,2025-11-17T06:08:48.970694
SG_CSV0000000000000033,street_name,street-name,"issuance_agency_id,uen,entity_name,entity_type_description,business_constitution_description",llm,2025-11-17T06:08:49.972235
UK_CSV0000000000012396,People with accommodation status recorded,people with accommodation status recorded,"Reporting Period,Reporting level,Provider Code,Provider,CCG Code",llm,2025-11-17T06:08:50.971714
UK_CSV0000000000012396,Individuals on Care Plans,Indivi,"Reporting Period,Reporting level,Provider Code,Provider,CCG Code",llm,2025-11-17T06:08:51.971033
UK_CSV0000000000012396,CCG Code,cCG Code,"Reporting Period,Reporting level,Provider Code,Provider,CCG Code",llm,2025-11-17T06:08:52.970390
SG_CSV0000000000000028__3,entity_status_description,entity-status-description,"block,entity_status_description,issuance_agency_id",llm,2025-11-17T06:08:53.971904
SG_CSV0000000000000028__3,block,block,"block,entity_status_description,issuance_agency_id",llm,2025-11-17T06:08:54.970366
UK_CSV0000000000005854__35,% with accommodation status recorded,% with accommodation status recorded,"% people assigned to cluster,People outside review period,% with accommodation status recorded,Discharges from hospital,People with a crisis plan in place",llm,2025-11-17T06:08:55.970313
UK_CSV0000000000005854__35,People outside review period,People outside review period,"% people assigned to cluster,People outside review period,% with accommodation status recorded,Discharges from hospital,People with a crisis plan in place",llm,2025-11-17T06:08:56.971788
UK_CSV0000000000005854__35,Provider Name,ProvName,"% people assigned to cluster,People outside review period,% with accommodation status recorded,Discharges from hospital,People with a crisis plan in place",llm,2025-11-17T06:08:57.971744
UK_CSV0000000000006166,Crime ID,CrimID,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:08:58.972798
UK_CSV0000000000006166,LSOA code,l_s_o_a code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:08:59.973394
UK_CSV0000000000006166,LSOA name,l_s_o_a name,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:09:00.975656
UK_CSV0000000000007396__5,Knee Replacement Pre-Op Q Standing,knee Replacement Pre-Op Q Standing,"Pre-Op Q Discomfort,Pre-Op Q Anxiety,Knee Replacement Pre-Op Q Standing,Post-Op Q Readmitted,Post-Op Q Discomfort",llm,2025-11-17T06:09:01.978944
UK_CSV0000000000007396__5,Knee Replacement Post-Op Q Limping,knee Replacement Post-Op Q Limping,"Pre-Op Q Discomfort,Pre-Op Q Anxiety,Knee Replacement Pre-Op Q Standing,Post-Op Q Readmitted,Post-Op Q Discomfort",llm,2025-11-17T06:09:02.978198
UK_CSV0000000000007396__5,Knee Replacement Pre-Op Q Night Pain,knee Replacement Pre-Op Q Night Pain,"Pre-Op Q Discomfort,Pre-Op Q Anxiety,Knee Replacement Pre-Op Q Standing,Post-Op Q Readmitted,Post-Op Q Discomfort",llm,2025-11-17T06:09:03.976542
UK_CSV0000000000007396__12,Knee Replacement Post-Op Q Confidence,knee Replacement Post-Op Q Confidence,"Post-Op Q Bleeding,Post-Op Q EQ5D Index Profile,Knee Replacement OKS Post-Op Q Predicted,Post-Op Q Sucess,Post-Op Q Exercise",llm,2025-11-17T06:09:04.984682
UK_CSV0000000000007396__12,Knee Replacement OKS Post-Op Q Predicted,Knee R,"Post-Op Q Bleeding,Post-Op Q EQ5D Index Profile,Knee Replacement OKS Post-Op Q Predicted,Post-Op Q Sucess,Post-Op Q Exercise",llm,2025-11-17T06:09:05.983252
UK_CSV0000000000007396__12,Post-Op Q EQ5D Index Profile,post-Op Q EQ5D Index Profile,"Post-Op Q Bleeding,Post-Op Q EQ5D Index Profile,Knee Replacement OKS Post-Op Q Predicted,Post-Op Q Sucess,Post-Op Q Exercise",llm,2025-11-17T06:09:06.979116
UK_CSV0000000000000010__60,Kidney Disease,kidney _disease,"Revision Flag,Knee Replacement Post-Op Q Limping,Knee Replacement Pre-Op Q Standing,Post-Op Q EQ5D Index Profile,Post-Op Q Living Arrangements",llm,2025-11-17T06:09:07.978491
UK_CSV0000000000000010__60,Post-Op Q EQ5D Index Profile,Post-O,"Revision Flag,Knee Replacement Post-Op Q Limping,Knee Replacement Pre-Op Q Standing,Post-Op Q EQ5D Index Profile,Post-Op Q Living Arrangements",llm,2025-11-17T06:09:09.097158
UK_CSV0000000000000010__60,Post-Op Q Assisted By,Post-O,"Revision Flag,Knee Replacement Post-Op Q Limping,Knee Replacement Pre-Op Q Standing,Post-Op Q EQ5D Index Profile,Post-Op Q Living Arrangements",llm,2025-11-17T06:09:09.983714
UK_CSV0000000000004838__2,ITEM_UID,i_t_e_m__u_i_d,"TRCN,HIMS_HI_SQ,SHAPE_GEOMETRY,POINTS,SALTED_ROUTE_NAME",llm,2025-11-17T06:09:10.981151
UK_CSV0000000000004838__2,FAMILY_UID,f_a_m_i_l_y__u_i_d,"TRCN,HIMS_HI_SQ,SHAPE_GEOMETRY,POINTS,SALTED_ROUTE_NAME",llm,2025-11-17T06:09:11.986826
UK_CSV0000000000004838__2,LOCAL_SERVICE_GROUP_UID,LOCAID,"TRCN,HIMS_HI_SQ,SHAPE_GEOMETRY,POINTS,SALTED_ROUTE_NAME",llm,2025-11-17T06:09:12.983819
UK_CSV0000000000005605__14,REGION,region,"Gcons2019,GasValFlag2012,IMD_BAND_ENG,GasValFlag2017,ElecValFlag2019",llm,2025-11-17T06:09:13.984439
UK_CSV0000000000005605__14,PROP_TYPE,PROP_T,"Gcons2019,GasValFlag2012,IMD_BAND_ENG,GasValFlag2017,ElecValFlag2019",llm,2025-11-17T06:09:14.985030
UK_CSV0000000000005605__14,MAIN_HEAT_FUEL,MAIN_H,"Gcons2019,GasValFlag2012,IMD_BAND_ENG,GasValFlag2017,ElecValFlag2019",llm,2025-11-17T06:09:15.986903
UK_CSV0000000000005605__11,REGION,REGION,"Gcons2019,GasValFlag2012,IMD_BAND_ENG,GasValFlag2017,ElecValFlag2019",llm,2025-11-17T06:09:16.986381
UK_CSV0000000000005605__11,PROP_TYPE,p_r_o_p__t_y_p_e,"Gcons2019,GasValFlag2012,IMD_BAND_ENG,GasValFlag2017,ElecValFlag2019",llm,2025-11-17T06:09:17.985542
UK_CSV0000000000005605__11,MAIN_HEAT_FUEL,m_a_i_n__h_e_a_t__f_u_e_l,"Gcons2019,GasValFlag2012,IMD_BAND_ENG,GasValFlag2017,ElecValFlag2019",llm,2025-11-17T06:09:18.986210
UK_CSV0000000000012078,Crime ID,crime ID,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:09:19.990029
UK_CSV0000000000012078,LSOA code,lSOA code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:09:20.989782
UK_CSV0000000000012078,LSOA name,l_s_o_a name,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:09:21.992235
SG_CSV0000000000000925__12,occstatus,occstatus,"ban_occupation_status5,ban_occupation_status2,ban_q18_q191,occstatus,ban_occupation_status4",llm,2025-11-17T06:09:22.995832
SG_CSV0000000000000925__12,sliderliberty_1_slice,SLIDERLIBERTY_1_SLICE,"ban_occupation_status5,ban_occupation_status2,ban_q18_q191,occstatus,ban_occupation_status4",llm,2025-11-17T06:09:23.988941
SG_CSV0000000000000925__12,ban_occupation_status5,ban-occupation-status5,"ban_occupation_status5,ban_occupation_status2,ban_q18_q191,occstatus,ban_occupation_status4",llm,2025-11-17T06:09:24.991785
UK_CSV0000000000003634__0,Subsidies_Description,subsidies__description,"Reg_No,Subsidies_Details,Short Notice,Service Number,Lic_No",llm,2025-11-17T06:09:25.991413
UK_CSV0000000000003634__0,Subsidies_Details,Subsid,"Reg_No,Subsidies_Details,Short Notice,Service Number,Lic_No",llm,2025-11-17T06:09:26.995113
UK_CSV0000000000003634__0,Reg_No,reg_No,"Reg_No,Subsidies_Details,Short Notice,Service Number,Lic_No",llm,2025-11-17T06:09:27.993042
UK_CSV0000000000002010__20,Kidney Disease,Kidney,"Post-Op Q Activity,Stroke,Kidney Disease,Knee Replacement Post-Op Q Transport,Pre-Op Q Activity",llm,2025-11-17T06:09:29.625085
UK_CSV0000000000002010__20,Knee Replacement Post-Op Q Transport,knee Replacement Post-Op Q Transport,"Post-Op Q Activity,Stroke,Kidney Disease,Knee Replacement Post-Op Q Transport,Pre-Op Q Activity",llm,2025-11-17T06:09:29.994084
UK_CSV0000000000002010__20,Knee Replacement Pre-Op Q Kneeling,Knee R,"Post-Op Q Activity,Stroke,Kidney Disease,Knee Replacement Post-Op Q Transport,Pre-Op Q Activity",llm,2025-11-17T06:09:30.998559
UK_CSV0000000000002183__7,Country,Country,"YouTubeSD24hr,Technology,iPlayerFailedPeak,NetflixFailedPeak,Natweight",llm,2025-11-17T06:09:31.997741
UK_CSV0000000000002183__7,Download - 24 min(ave),Downlo,"YouTubeSD24hr,Technology,iPlayerFailedPeak,NetflixFailedPeak,Natweight",llm,2025-11-17T06:09:32.994257
UK_CSV0000000000002183__7,Download - 19-20pm,download - 19-20pm,"YouTubeSD24hr,Technology,iPlayerFailedPeak,NetflixFailedPeak,Natweight",llm,2025-11-17T06:09:33.997709
SG_CSV0000000000001005,article_id,article-id,"newspaper_title,issue_id,issue_date,edition,page_id",llm,2025-11-17T06:09:35.008392
SG_CSV0000000000001005,page_id,page-id,"newspaper_title,issue_id,issue_date,edition,page_id",llm,2025-11-17T06:09:35.997941
SG_CSV0000000000001005,issue_id,ISSUE_ID,"newspaper_title,issue_id,issue_date,edition,page_id",llm,2025-11-17T06:09:37.031650
UK_CSV0000000000006676__22,Provider Code,Provid,"Kidney Disease,Procedure,Hip Replacement Post-Op Q Sudden Pain,Hip Replacement Pre-Op Q Dressing,Pre-Op Q Symptom Period",llm,2025-11-17T06:09:37.996933
UK_CSV0000000000006676__22,Kidney Disease,kidney Disease,"Kidney Disease,Procedure,Hip Replacement Post-Op Q Sudden Pain,Hip Replacement Pre-Op Q Dressing,Pre-Op Q Symptom Period",llm,2025-11-17T06:09:39.001452
UK_CSV0000000000006676__22,Hip Replacement EQ VAS Post-Op Q Predicted,Hip Re,"Kidney Disease,Procedure,Hip Replacement Post-Op Q Sudden Pain,Hip Replacement Pre-Op Q Dressing,Pre-Op Q Symptom Period",llm,2025-11-17T06:09:40.000813
UK_CSV0000000000006401,AphiaId,AphiaI,"RecordKey,SurveyKey,SurveyName,SampleKey,StartDate",llm,2025-11-17T06:09:41.000494
UK_CSV0000000000006401,LocationName,LocaName,"RecordKey,SurveyKey,SurveyName,SampleKey,StartDate",llm,2025-11-17T06:09:41.999904
UK_CSV0000000000006401,RecordKey,Record,"RecordKey,SurveyKey,SurveyName,SampleKey,StartDate",llm,2025-11-17T06:09:42.999745
UK_CSV0000000000005808,PremisesName,PremName,"ExtractDate,OrganisationURI,OrganisationLabel,CaseReference,CaseDate",llm,2025-11-17T06:09:44.024488
UK_CSV0000000000005808,Postcode,Postco,"ExtractDate,OrganisationURI,OrganisationLabel,CaseReference,CaseDate",llm,2025-11-17T06:09:45.002903
UK_CSV0000000000005808,LicenceHolderPostcode,licenceHolderPostcode,"ExtractDate,OrganisationURI,OrganisationLabel,CaseReference,CaseDate",llm,2025-11-17T06:09:46.005281
UK_CSV0000000000004838,MANHOLE_UID,manhole_uid,"MANHOLE_UID,MANHOLE_TYPE_UID,ITEM_SHAPE_UID,MATERIAL_TYPE_UID,ITEM_UID",llm,2025-11-17T06:09:47.004718
UK_CSV0000000000004838,ITEM_UID,i_t_e_m__u_i_d,"MANHOLE_UID,MANHOLE_TYPE_UID,ITEM_SHAPE_UID,MATERIAL_TYPE_UID,ITEM_UID",llm,2025-11-17T06:09:48.004179
UK_CSV0000000000004838,FAMILY_UID,f_a_m_i_l_y__u_i_d,"MANHOLE_UID,MANHOLE_TYPE_UID,ITEM_SHAPE_UID,MATERIAL_TYPE_UID,ITEM_UID",llm,2025-11-17T06:09:49.002898
UK_CSV0000000000006676__30,Provider Code,provider _code,"Pre-Op Q Assisted,Post-Op Q EQ5D Index,Post-Op Q Assisted By,Hip Replacement Pre-Op Q Walking,Post-Op Q Wound",llm,2025-11-17T06:09:50.027288
UK_CSV0000000000006676__30,Kidney Disease,Kidney,"Pre-Op Q Assisted,Post-Op Q EQ5D Index,Post-Op Q Assisted By,Hip Replacement Pre-Op Q Walking,Post-Op Q Wound",llm,2025-11-17T06:09:51.028979
UK_CSV0000000000006676__30,Pre-Op Q EQ VAS,pre-_op _q _e_q _v_a_s,"Pre-Op Q Assisted,Post-Op Q EQ5D Index,Post-Op Q Assisted By,Hip Replacement Pre-Op Q Walking,Post-Op Q Wound",llm,2025-11-17T06:09:52.028253
UK_CSV0000000000005605__22,REGION,region,"ElecValFlag2008,ElecValFlag2019,MAIN_HEAT_FUEL,Gcons2013,ElecValFlag2014",llm,2025-11-17T06:09:53.026299
UK_CSV0000000000005605__22,PROP_AGE_BAND,prop_age_band,"ElecValFlag2008,ElecValFlag2019,MAIN_HEAT_FUEL,Gcons2013,ElecValFlag2014",llm,2025-11-17T06:09:54.036213
UK_CSV0000000000005605__22,MAIN_HEAT_FUEL,main_heat_fuel,"ElecValFlag2008,ElecValFlag2019,MAIN_HEAT_FUEL,Gcons2013,ElecValFlag2014",llm,2025-11-17T06:09:55.032506
UK_CSV0000000000003896__7,Varicose Vein AVVQ Post-Op Q Predicted,varicose Vein AVVQ Post-Op Q Predicted,"Post-Op Q Mobility,Varicose Vein EQ5D Index,Year,Age Band,Varicose Vein Post-Op Q Left Itch",llm,2025-11-17T06:09:56.031996
UK_CSV0000000000003896__7,Varicose Vein Pre-Op Q Score,varicose Vein Pre-Op Q Score,"Post-Op Q Mobility,Varicose Vein EQ5D Index,Year,Age Band,Varicose Vein Post-Op Q Left Itch",llm,2025-11-17T06:09:57.031906
UK_CSV0000000000003896__7,Pre-Op Q EQ5D Index Profile,Pre-Op,"Post-Op Q Mobility,Varicose Vein EQ5D Index,Year,Age Band,Varicose Vein Post-Op Q Left Itch",llm,2025-11-17T06:09:58.030364
SG_CSV0000000000000925__45,highestlevel,highestlevel,"ban_q30_4,vbc,ban_q28,md_segment,socialnetwork_dp10",llm,2025-11-17T06:09:59.033920
SG_CSV0000000000000925__45,md_segment,md_seg,"ban_q30_4,vbc,ban_q28,md_segment,socialnetwork_dp10",llm,2025-11-17T06:10:00.031320
SG_CSV0000000000000925__45,vbc,VBC,"ban_q30_4,vbc,ban_q28,md_segment,socialnetwork_dp10",llm,2025-11-17T06:10:01.051267
UK_CSV0000000000005010__04,Modification Status,modification _status,"Modification Status,Circulation,Post-Op Q EQ5D Index Profile,Post-Op Q Anxiety,Knee Replacement Pre-Op Q Standing",llm,2025-11-17T06:10:02.032584
UK_CSV0000000000005010__04,Kidney Disease,Kidney,"Modification Status,Circulation,Post-Op Q EQ5D Index Profile,Post-Op Q Anxiety,Knee Replacement Pre-Op Q Standing",llm,2025-11-17T06:10:03.033117
UK_CSV0000000000005010__04,Post-Op Q EQ5D Index Profile,post-Op Q EQ5D Index Profile,"Modification Status,Circulation,Post-Op Q EQ5D Index Profile,Post-Op Q Anxiety,Knee Replacement Pre-Op Q Standing",llm,2025-11-17T06:10:04.034144
SG_CSV0000000000001714__5,ban_occupation_status7,BAN_OCCUPATION_STATUS7,"ban_education4,ban_q30_3,rankmostimptchild_new_2,vbc,livinginsg_4_slice",llm,2025-11-17T06:10:05.032503
SG_CSV0000000000001714__5,ban_occupation_status1,ban-occupation-status1,"ban_education4,ban_q30_3,rankmostimptchild_new_2,vbc,livinginsg_4_slice",llm,2025-11-17T06:10:06.036840
SG_CSV0000000000001714__5,ban_occupation_status6,ban-occupation-status6,"ban_education4,ban_q30_3,rankmostimptchild_new_2,vbc,livinginsg_4_slice",llm,2025-11-17T06:10:07.034369
UK_CSV0000000000004983,Crime ID,CrimID,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:10:08.035653
UK_CSV0000000000004983,LSOA code,lSOA code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:10:09.040599
UK_CSV0000000000004983,LSOA name,LSOA n,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:10:10.040147
UK_CSV0000000000002183__23,Region,region,"rural_weight,MarketClass,Upload - 24 min(ave),YouTubeHD24hr,Geography",llm,2025-11-17T06:10:11.036419
UK_CSV0000000000002183__23,MarketClass,marketClass,"rural_weight,MarketClass,Upload - 24 min(ave),YouTubeHD24hr,Geography",llm,2025-11-17T06:10:12.042546
UK_CSV0000000000002183__23,Download - 19-20pm,download - 19-20pm,"rural_weight,MarketClass,Upload - 24 min(ave),YouTubeHD24hr,Geography",llm,2025-11-17T06:10:13.039663
UK_CSV0000000000002183__21,Region,region,"rural_weight,MarketClass,Upload - 24 min(ave),YouTubeHD24hr,Geography",llm,2025-11-17T06:10:14.042138
UK_CSV0000000000002183__21,MarketClass,Market,"rural_weight,MarketClass,Upload - 24 min(ave),YouTubeHD24hr,Geography",llm,2025-11-17T06:10:15.042729
UK_CSV0000000000002183__21,Download - 19-20pm,Download - 19-20pm,"rural_weight,MarketClass,Upload - 24 min(ave),YouTubeHD24hr,Geography",llm,2025-11-17T06:10:16.043126
UK_CSV0000000000002064__0,Subsidies_Description,subsidies_Description,"Licence Status,TAO Covered BY Area,finish_point,Variation Number,received_date",llm,2025-11-17T06:10:17.040728
UK_CSV0000000000002064__0,Licence Status,licence Status,"Licence Status,TAO Covered BY Area,finish_point,Variation Number,received_date",llm,2025-11-17T06:10:18.044492
UK_CSV0000000000002064__0,Reg_No,Reg_No,"Licence Status,TAO Covered BY Area,finish_point,Variation Number,received_date",llm,2025-11-17T06:10:19.048173
UK_CSV0000000000005854__18,% with accommodation status recorded,% WITH ACCOMMODATION STATUS RECORDED,"CPA reviews,% people subject to MHA,% contacts DNA,Month,Bed days",llm,2025-11-17T06:10:20.042956
UK_CSV0000000000005854__18,People with ethnicity recorded,People,"CPA reviews,% people subject to MHA,% contacts DNA,Month,Bed days",llm,2025-11-17T06:10:21.045508
UK_CSV0000000000005854__18,Provider Name,ProvName,"CPA reviews,% people subject to MHA,% contacts DNA,Month,Bed days",llm,2025-11-17T06:10:22.048209
UK_CSV0000000000002010__25,Provider Code,provider _code,"Knee Replacement Post-Op Q Work,Knee Replacement Post-Op Q Night Pain,Knee Replacement EQ 5D Index Post-Op Q Predicted,Knee Replacement Pre-Op Q Walking,Knee Replacement Post-Op Q Confidence",llm,2025-11-17T06:10:23.045308
UK_CSV0000000000002010__25,Knee Replacement Post-Op Q Confidence,knee Replacement Post-Op Q Confidence,"Knee Replacement Post-Op Q Work,Knee Replacement Post-Op Q Night Pain,Knee Replacement EQ 5D Index Post-Op Q Predicted,Knee Replacement Pre-Op Q Walking,Knee Replacement Post-Op Q Confidence",llm,2025-11-17T06:10:24.050489
UK_CSV0000000000002010__25,Knee Replacement OKS Post-Op Q Predicted,knee _replacement _o_k_s _post-_op _q _predicted,"Knee Replacement Post-Op Q Work,Knee Replacement Post-Op Q Night Pain,Knee Replacement EQ 5D Index Post-Op Q Predicted,Knee Replacement Pre-Op Q Walking,Knee Replacement Post-Op Q Confidence",llm,2025-11-17T06:10:25.047553
UK_CSV0000000000003634__8,Op_Name,op_Name,"received_date,Variation Number,Pub_Text,Current Traffic Area,AUTHDISCS",llm,2025-11-17T06:10:26.053414
UK_CSV0000000000003634__8,Licence Status,Licenc,"received_date,Variation Number,Pub_Text,Current Traffic Area,AUTHDISCS",llm,2025-11-17T06:10:27.048420
UK_CSV0000000000003634__8,Pub_Text,pub_Text,"received_date,Variation Number,Pub_Text,Current Traffic Area,AUTHDISCS",llm,2025-11-17T06:10:28.054074
UK_CSV0000000000005605,REGION,region,"PROP_TYPE,PROP_AGE_BAND,FLOOR_AREA_BAND,COUNCIL_TAX_BAND,IMD_BAND_ENG",llm,2025-11-17T06:10:29.049364
UK_CSV0000000000005605,PROP_TYPE,PROP_T,"PROP_TYPE,PROP_AGE_BAND,FLOOR_AREA_BAND,COUNCIL_TAX_BAND,IMD_BAND_ENG",llm,2025-11-17T06:10:30.367669
UK_CSV0000000000005605,COUNCIL_TAX_BAND,council_tax_band,"PROP_TYPE,PROP_AGE_BAND,FLOOR_AREA_BAND,COUNCIL_TAX_BAND,IMD_BAND_ENG",llm,2025-11-17T06:10:31.714679
UK_CSV0000000000010933,Crime ID,crime _i_d,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:10:33.010564
UK_CSV0000000000010933,LSOA code,l_s_o_a code,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:10:34.011237
UK_CSV0000000000010933,LSOA name,LSOA n,"Crime ID,Month,Reported by,Falls within,Longitude",llm,2025-11-17T06:10:35.012496
SG_CSV0000000000000040__6,uen_issue_date,UEN_ISSUE_DATE,"unit_no,issuance_agency_id,uen_issue_date,address_type",llm,2025-11-17T06:10:36.022007
